1,2,3,4,5,6,7,8,9,11,38
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
1,2,,,,,,,,,
,,,CLASIFICACION,,,,8,8,,38
CODIGO,CP,FA,LINEA,CATEGORIA,TP,CASA / CCIAL,PRODUCTO,PRESENTACIÓN,IVA,PRECIO
1EIBC-03,PROBIO BALANCE PLUS,45734,NV,FOLIAR,DT,IBICOL,PROBIO BALANCE PLUS,CANECA X 20 LT,0,1696383.216
1EIBC-02,PROBIO BALANCE PLUS,45734,NV,FOLIAR,DT,IBICOL,PROBIO BALANCE PLUS,BIDON X 1 LT,0,92333.260800000004
1EIBC-06,PROBIO BALANCE PLUS,45734,NV,FOLIAR,AL,IBICOL,PROBIO BALANCE PLUS,GALON X 4 LT,0,350217.1728
1RBAY-02,PROGIBB 10% ,45021,BIA,REGULADOR,EX,BAYER,PROGIBB 10% ,FRASCO X 100 GR,0,110685.46848000001
1CINN-05,PROMESOL 5X,45702,BIA,ACOND SUELOS,EX,INNOVAK,PROMESOL 5X,CANECA X 20 LT,0,405952.56
1CINN-02, PROMESOL CALCIO ,45702,BIA,ACOND SUELOS,EX,INNOVAK,PROMESOL CALCIO,CANECA X 20 LT,0,532396.80000000005
1CINN-01,PROMESOL CALCIO,45017,BIA,ACOND SUELOS,EX,INNOVAK,PROMESOL CALCIO,CANECA X 10 LT,0,311452.12800000008
1AINN-07,PROMESOL CALCIO,,NV,FOLIAR,EX,INNOVAK,PROMESOL CALCIO,BIDON X 1 LT,0,32675.853599999999
1FTCQ-13,PROPAMOCUR ,44972,PC,FUNGICIDA,DT,TECNOQUIMICAS,PROPAMOCUR ,BIDON X 1 LT,0,38013.757894736838
1RGEN-01,PROSOLAR AMBIENTE,44847,BIA,REGULADOR,DT,DIOCROP,PROSOLAR AMBIENTE,BIDON X 1 LT,0,146510
1IBAY-63,PROTEUS OD170,45021,PC,INSECTICIDA,EX,BAYER,PROTEUS OD170,BIDON X 1 LT,0,154431.70180000001
1IBAY-64,PROTEUS OD170,45021,PC,INSECTICIDA,EX,BAYER,PROTEUS OD170,GALON X 5 LT,0,721947.27960000013
2FSVC-12,PROTO TECH CE,45436,NV,FERTIRRIEGO,EX,SAVITOL,PROTO TECH CE,BIDON X 1 LT,0,159532.41600000003
1MBIO-20,PRQTECTOR SC,44532,BIO,FUNGICIDA,EX,BIO-CROP,PRQTECTOR SC,BIDON X 1 LT,0,90552.667499999981
8PCRY-65,PUBLIX UNIVERSAL,45909,DPV,POSCOSECHA,DT,CHRYSAL,PUBLIX UNIVERSAL,CAJA SACHETS 5 X 2000 UDS,0.19,155881.37607280002
1ISUM-23,PUZZLE WG,45958,PC,INSECTICIDA,EX,SUMMITAGRO,PUZZLE WG,BOLSA X 1 KG,0,429714.27248979546
2SSQM-03,QROP KS ,44888,NV,EDAFICO,EX,SQM,QROP KS ,BULTO X 25 KG,0,115240.42666666668
1FITR-23,QUANTUM EC,45799,PC,FUNGICIDA,EX,INTEROC,QUANTUM EC,CANECA X 20 LT,0,2843583.1097934782
1FITR-16,QUANTUM EC,45017,PC,FUNGICIDA,EX,INTEROC,QUANTUM EC,BIDON X 1 LT,0,160712.80363064344
1ATCQ-07,RADIANTE,44972,NV,FOLIAR,DT,TECNOQUIMICAS,RADIANTE,FRASCO X 500 CC,0,388528.44368421054
1RINN-02,RADIGROW,45017,BIA,BIOESTIMULANTE,EX,INNOVAK,RADIGROW,BIDON X 1 LT,0,91306.051200000016
1RINN-04,RADIGROW,45017,BIA,BIOESTIMULANTE,EX,INNOVAK,RADIGROW,CANECA X 10 LT,0,821887.56
1FPCA-02,RAKHI SL,45520,PC,FUNGICIDA,DT,PRECISAGRO,RAKHI SL,BIDON X 1 LT,0,33078.075949367092
1MBIO-41,RAXTER MIX WP,44763,BIO,INSECTICIDA,EX,BIO-CROP,RAXTER MIX WP,BOLSA X 1 KG,0,77763
1BCPF-01,REBROTE ,45017,BIA,BIOESTIMULANTE,EX,CAMPOFERT,REBROTE ,BOLSA X 1 KG,0,30106.080000000005
1BCPF-04,REBROTE ,45017,BIA,BIOESTIMULANTE,EX,CAMPOFERT,REBROTE ,BOLSA X 10 KG,0,231161.04000000004
1EVAR-07,REGALIA,44775,BIO,FUNGICIDA,DT,PRECISAGRO,REGALIA,BIDON X 1 LT,0,159472.79999999999
2FGLG-08,REKOLFOS SC,46048,NV,FERTIRRIEGO,EX,MP GALAGRO,REKOLFOS SC,BIDON X 1 LT,0,64832.4
2FGLG-09,REKOLFOS SC,46048,NV,FERTIRRIEGO,EX,MP GALAGRO,REKOLFOS SC,GARRAFA X 4 LT,0,233754.33600000001
1RSTO-02,RELEAF ,45052,BIA,REGULADOR,EX,CORTEVA,RELEAF ,BIDON X 1 LT,0,287097.22859999997
1RSTO-03,RELEAF ,45017,BIA,REGULADOR,EX,CORTEVA,RELEAF ,GALON X 4 LT,0,1099219.3211999999
2OFER-01,RENOVATION 213,44770,NV,EDAFICO,DT,FERTINAGRO,RENOVATION 2-1-3,BULTO X 25 KG,0,166750
1IINV,REQUIEM SC ,44965,PC,INSECTICIDA,DT,INVESA,REQUIEM SC ,BIDON X 1 LT,0,79376.22
1IINV-11,REQUIEM SC ,45496,PC,INSECTICIDA,DT,INVESA,REQUIEM SC ,CANECA X 20 LT,0,1316825.6399999999
1ISUM-05,RESCATE 200 SP,44775,PC,INSECTICIDA,AL,SUMMITAGRO,RESCATE 200 SP,SOBRE X 150 GR,0,76530.343545108321
1FSYN-19,REVUS 250 SC,45021,PC,FUNGICIDA,DB,SYNGENTA,REVUS 250 SC,BIDON X 1 LT,0,206540
1FSYN-06,RIDOMIL GOLD MZ68 WP,45021,PC,FUNGICIDA,DB,SYNGENTA,RIDOMIL GOLD MZ68 WP,SOBRE X 375 GR,0,30245.537999999997
1DALC-08,RIVAL D ,44666,BIO,DESINFECTANTE,EX,AGROLOGICA,RIVAL D ,GALON X 4 LT,0,218518.02207958925
1ABIO-08,R-LLENITO SC,45017,NV,FOLIAR,EX,BIO-CROP,R-LLENITO SC,CANECA X 20 LT,0,729242.36999999988
1ABIO-03,R-LLENITO SC,45017,NV,FOLIAR,EX,BIO-CROP,R-LLENITO SC,BIDON X 1 LT,0,40063.815000000002
2ECAL-06,ROCA FOSFORICA ,44931,NV,ENMIENDA,CO,VARIOS,ROCA FOSFORICA ,BULTO X 50 KG,0,45999.999999999993
1HBAY-06,RONSTAR 38 SC,45748,PC,HERBICIDA,EX,BAYER,RONSTAR 38 SC,GALON  X 5 LT,0,626293.22152000014
1BSTO-02,ROOT FEED SP,45052,BIA,BIOESTIMULANTE,EX,CORTEVA,ROOT FEED SP,BOLSA X 25 KG,0,624313.43520000007
1HMST-04,ROUND UP,44683,PC,HERBICIDA,EX,BAYER,ROUND UP  ACTIVO ,GARRAFA X 4 LT,0,94138.065000000002
1HBAY-09,ROUND UP,44683,PC,HERBICIDA,EX,BAYER,ROUND UP  ACTIVO ,CANECA X 10 LT,0,222620.72
1HMST-02,ROUND UP,44683,PC,HERBICIDA,EX,BAYER,ROUND UP  ACTIVO ,BIDON X 1 LT,0,24197.853749999998
2FSVC-14,ROYAL COBRE SC,45744,NV,FOLIAR,EX,SAVITOL,ROYAL COBRE SC,BIDON X 1 LT,0,382154.45760000008
1ISVC-01,ROYAL FIQUE SC ,45744,BIO,INSECTICIDA,EX,SAVITOL,ROYAL FIQUE SC ,BIDON X 1 LT,0,289667.52
1FAMY-04,ROYAL GOLD SC,46122,PC,FUNGICIDA,EX,AGROCHEMY,ROYAL GOLD SC,BIDON X 1 LT,0,133471.79999999999
1FAMY-05,ROYAL GOLD SC,46122,PC,FUNGICIDA,EX,AGROCHEMY,ROYAL GOLD SC,GALON  X 5 LT,0,640395.00000000012
1FAMY-06,ROYAL GOLD SC,46122,PC,FUNGICIDA,EX,AGROCHEMY,ROYAL GOLD SC,CANECA 20 LT,0,2426760
1BSVC-03,ROYAL PLATA AG SC,45744,BIO,BIOESTIMULANTE,EX,SAVITOL,ROYAL PLATA AG SC,BIDON X 1 LT,0,296102.0736
1ESFR-12,RUTINAL,44952,BIO,NEMATICIDA,DT,SAFER,RUTINAL,BIDON X 1 LT,0,46469.376000000004
4PSMS-06,RYE GRASS PRADO,45171,DPV,SEMILLAS,DT,SAENZ FETY,RYE GRASS PRADO X 500 GR,BOLSA X 500 GR,0,16560
1MSFR-13,SAFER BACTER SC,46056,BIO,NEMATICIDA,DT,SAFER,SAFER BACTER SC,BIDON X 1 LT,0,48686.400000000001
1MSFR-14,SAFER BACTER SC,46056,BIO,NEMATICIDA,DT,SAFER,SAFER BACTER SC,GALON X 4 LT,0,180139.68
1MSFR-15,SAFER BACTER SC,46056,BIO,NEMATICIDA,DT,SAFER,SAFER BACTER SC,CANECA X 20 LT,0,827668.80000000016
1MSFR-11,SAFER BACTER WP,44952,BIO,NEMATICIDA,DT,SAFER,SAFER BACTER WP,BOLSA X 500 GR,0,52581.312000000005
1ESFR-20,SAFER MICORRIZAS,44952,BIA,INOCULANTE,DT,SAFER,SAFER MICORRIZAS M.A. X 50 KG,BULTO X 25 KG,0,81793.151999999987
1BSFR-01,SAFER SL,45071,BIO,INSECTICIDA,DT,SAFER,SAFER SL,BIDON X 1 LT,0,50435.136000000006
1MSFR-10, SAFERMIX WP ,45693,BIO,INSECTICIDA,DT,SAFER,SAFERMIX WP,BOLSA X 5 KG,0,541265.58720000007
1MSFR-08,SAFERMIX WP,44952,BIO,INSECTICIDA,DT,SAFER,SAFERMIX WP,BOLSA X 500 GR,0,50341.824000000015
1MSFR-12,SAFERSOIL WP,45860,BIA,INOCULANTE,DT,SAFER,SAFERSOIL WP,BOLSA X 5 KG,0,442380.52800000005
1MSFR-09,SAFERSOIL WP,44952,BIA,INOCULANTE,DT,SAFER,SAFERSOIL WP,BOLSA X 500 GR,0,43565.04
1IITR-02,SANTIMEC EC,44607,PC,ACARICIDA,EX,INTEROC,SANTIMEC EC,BIDON X 1 LT,0,149388.0349889113
1DASV-08,SANYBACT,44666,DPV,DESINFECTANTE,EX,AGROLOGICA,SANYBACT,BIDON X 1 LT,0,36179.94885120001
1DASV-03,SANYBACT,44666,DPV,DESINFECTANTE,EX,AGROLOGICA,SANYBACT,GARRAFA X 4 LT,0,125401.62539520004
1FSUM-08,SANYSTAR,44908,PC,FUNGICIDA,AL,SUMMITAGRO,SANYSTAR,FRASCO X 500 CC,0,112153.6383682665
1FSUM-09,SAPROL DC ,44586,PC,FUNGICIDA,AL,SUMMITAGRO,SAPROL DC ,BIDON X 1 LT,0,141273.4874987806
1FSUM-10,SAPROL DC ,44586,PC,FUNGICIDA,AL,SUMMITAGRO,SAPROL DC ,FRASCO X 250 CC,0,50515.702922865356
1FBAY-29,SCALA 40 SC,44805,PC,FUNGICIDA,EX,BAYER,SCALA 40 SC,BIDON X 1 LT,0,122991.23700000001
1FSYN-07,SCORE 250 EC ,45021,PC,FUNGICIDA,DB,SYNGENTA,SCORE 250 EC ,BIDON X 1 LT,0,181026.02399999998
1ACPF-34,SCUDO SC,46059,NV,FOLIAR,EX,CAMPOFERT,SCUDO SC,BIDON X 1 LT,0,85515.839999999997
1ASEI-01,SEICAN EC,45905,BIO,ACARICIDA,EX,SEIPASA,SEICAN EC,BIDON X 1 LT,0,106454.74118400001
1OSEI-02,SEINEMA SC,45905,NV,FOLIAR,EX,SEIPASA,SEINEMA SC,BIDON X 1 LT,0,100582.79371200003
1FSEI-13,SEIPAFOL M,46139,NV,FOLIAR,EX,SEIPASA,SEIPAFOL M,BIDON X 1 LT,0,46228.63104
1FSEI-14,SEIPAFOL M,46139,NV,FOLIAR,EX,SEIPASA,SEIPAFOL M,GALON X 5 LT,0,222149.09793600001
1FSEI-15,SEISIL,46139,NV,FOLIAR,EX,SEIPASA,SEISIL,BIDON X 1 LT,0,61223.148000000008
1FSEI-16,SEISIL,46139,NV,FOLIAR,EX,SEIPASA,SEISIL,GALON X 5 LT,0,290374.294176
1BINN-04,SELECTO XL,45702,BIA,BIOESTIMULANTE,EX,INNOVAK,SELECTO XL,CANECA X 20 LT,0,2530215.7920000004
1BINN-02,SELECTO XL,45017,BIA,BIOESTIMULANTE,EX,INNOVAK,SELECTO XL,BIDON X 1 LT,0,156524.65920000002
1BINN-03,SELECTO XL,45017,BIA,BIOESTIMULANTE,EX,INNOVAK,SELECTO XL,CANECA X 10 LT,0,1410186.0240000004
3MHOR-22,SENSOR MEDIDOR CALCIO (B-751 Y Ca-11),44873,TN,MEDIDORES,EX,HORIBA,SENSOR MEDIDOR CALCIO (B-751 Y Ca-11),UNIDAD,0.19,1015294.1176470588
3MHOR-21,SENSOR MEDIDOR CONDUCTIVIDAD B-771/EC11/22/33,44873,TN,MEDIDORES,EX,HORIBA,SENSOR MEDIDOR CONDUCTIVIDAD B-771/EC11/22/33,UNIDAD,0.19,538823.5294117647
3MHOR-20,"SENSOR MEDIDOR DE PH-712, PH 11/22 S010",44873,TN,MEDIDORES,EX,HORIBA,"SENSOR MEDIDOR DE PH-712, PH 11/22 S010",UNIDAD,0.19,538823.5294117647
3MHOR-23,"SENSOR MEDIDOR NITRATO (B-741,742,743 Y NO3-11)",44873,TN,MEDIDORES,EX,HORIBA,"SENSOR MEDIDOR NITRATO (B-741,742,743 Y NO3-11)",UNIDAD,0.19,1015294.1176470588
3MHOR-25,SENSOR MEDIDOR POTASIO,44873,TN,MEDIDORES,EX,HORIBA,SENSOR MEDIDOR POTASIO,UNIDAD,0.19,1015294.1176470588
3MHOR-24,SENSOR MEDIDOR SODIO,44873,TN,MEDIDORES,EX,HORIBA,SENSOR MEDIDOR SODIO,UNIDAD,0.19,1015294.1176470588
1OSEI-01,SEPTUM SC,45905,NV,FOLIAR,EX,SEIPASA,SEPTUM SC,BIDON X 1 LT,0,125191.145808
1FBAY-57,SERENADE SC 1.34,45021,BIO,FUNGICIDA,EX,BAYER,SERENADE SC 1.34,CANECA X 20 LT,0,1026076.425
1FBAY-59,SERENADE SC 1.34,45021,BIO,FUNGICIDA,EX,BAYER,SERENADE SC 1.34,BIDON X 1 LT,0,58635.06
1FBAY-60,SERENADE SC 1.34,45021,BIO,FUNGICIDA,EX,BAYER,SERENADE SC 1.34,GALON X 5 LT,0,269413.375
1FBAY-62,SERENADE SC 1.34,45021,BIO,FUNGICIDA,EX,BAYER,SERENADE SC 1.34,CANECA X 200 LT,0,9602947.8239999991
1IITR-07,SEROK,45017,PC,INSECTICIDA,EX,INTEROC,SEROK,BOLSA X 250 GR,0,90749.166343497374
1FSHA-04,SHARCLORAZ 45 EC,46001,PC,FUNGICIDA,DT,SHARDA,SHARCLORAZ 45 EC,BIDON X 1 LT,0,108579.45939839999
1ISHA-02,SHARMITE 38 EC,46001,PC,INSECTICIDA,DB,SHARDA,SHARMITE 38 EC,BIDON X 1 LT,0,61824.176640000005
1ISHA-03,SHARMITE 38 EC,46001,PC,INSECTICIDA,DB,SHARDA,SHARMITE 38 EC,FRASCO X 500 CC,0,32883.350976000002
1FSHA-05,SHAZUGAMYCIN 2% SL,46001,PC,FUNGICIDA,DT,SHARDA,SHAZUGAMYCIN 2% SL,BIDON X 1 LT,0,27821.594880000001
1FSUM-02,SIALEX 50 SC ,44775,PC,FUNGICIDA,AL,SUMMITAGRO,SIALEX 50 SC ,BIDON X 1 LT,0,286443.6848271176
1FSUM-06,SIALEX 50 SC ,44775,PC,FUNGICIDA,AL,SUMMITAGRO,SIALEX 50 SC ,FRASCO X 250 CC,0,82274.366932110177
1CCPF-05,SILICONEX ,45017,PC,COADYUVANTE,EX,CAMPOFERT,SILICONEX ,BIDON X 1 LT,0.19,148404.61439999999
1CBIO-03,SILICROP SC,44532,PC,COADYUVANTE,EX,BIO-CROP,SILICROP SC,BIDON X 1 LT,0,76556.88
1IPCA-02,SILVER 350 SC,45520,PC,INSECTICIDA,DT,PRECISAGRO,SILVER 350 SC,BIDON X 1 LT,0,44271.797468354431
1IMAG-01,SINCOCIN SL,45017,BIO,NEMATICIDA,DT,MAGRO,SINCOCIN SL,BIDON X 1 LT,0,132705.65913043477
1IBAY-76,SIVANTO,44805,PC,INSECTICIDA,EX,BAYER,SIVANTO PRIME SL 200,BIDON X 1 LT,0,199274.76240000001
1FSFR-01,SKUPER EC,,PC,FUNGICIDA,DT,SAFER,SKUPER EC,BIDON X 1 LT,0,82370.984455958547
1ACPF-20,SMARTCA,45017,NV,FOLIAR,EX,CAMPOFERT,SMART CALCIO,BIDON X 1 LT,0,40494
1ACPF-26,SMARTMG,45482,NV,FOLIAR,EX,CAMPOFERT,SMART MAGNESIO,BIDON X 1 LT,0,87900.479999999996
1ACPF-25,SMARTZN,45482,NV,MICROS,EX,CAMPOFERT,SMART ZINC,BIDON X 1 LT,0,133274.88
4HSMS-01,SOBRE DE SEMILLAS,44977,DPV,SEMILLAS,DT,SAENZ FETY,SOBRE DE SEMILLAS VARIOS,SOBRE X 50 GR,0,5255.04
1ITCQ-02,SOFARIN MK 350 ,44972,PC,INSECTICIDA,DT,TECNOQUIMICAS,SOFARIN MK 350 SC,FRASCO X 500 CC,0,34212.541157894739
3MHOR-11,SOLUCION CALIBRACION CA 150 PPM (1X14ml),44873,TN,MEDIDORES,EX,HORIBA,SOLUCION CALIBRACION CA 150 PPM (1X14ml),UNIDAD X 14 ML,0.19,61750
3MHOR-10,SOLUCION CALIBRACION CA 2000 PPM (1X14ml),44873,TN,MEDIDORES,EX,HORIBA,SOLUCION CALIBRACION CA 2000 PPM (1X14ml),UNIDAD X 14 ML,0.19,61750
3MHOR-19,SOLUCION CALIBRACION K 150 PPM ,44873,TN,MEDIDORES,EX,HORIBA,SOLUCION CALIBRACION K 150 PPM ,UNIDAD X 14 ML,0.19,61750
3MHOR-18,SOLUCION CALIBRACION K 2000 PPM ,44873,TN,MEDIDORES,EX,HORIBA,SOLUCION CALIBRACION K 2000 PPM ,UNIDAD X 14 ML,0.19,61750
3MHOR-09,SOLUCION CALIBRACION NA 150ppm ,44873,TN,MEDIDORES,EX,HORIBA,SOLUCION CALIBRACION NA 150ppm ,UNIDAD X 14 ML,0.19,61750
3MHOR-08,SOLUCION CALIBRACION NA 2000ppm ,44873,TN,MEDIDORES,EX,HORIBA,SOLUCION CALIBRACION NA 2000ppm ,UNIDAD X 14 ML,0.19,61750
3MHOR-12,SOLUCION CALIBRACION NITRATO 150PPM,44873,TN,MEDIDORES,EX,HORIBA,SOLUCION CALIBRACION NITRATO 150PPM,UNIDAD X 14 ML,0.19,61750
3MHOR-13,SOLUCION CALIBRACION NITRATO 2000PPM ,44873,TN,MEDIDORES,EX,HORIBA,SOLUCION CALIBRACION NITRATO 2000PPM ,UNIDAD X 14 ML,0.19,61750
3MHOR-14,SOLUCION CALIBRACION PH-4  ,44873,TN,MEDIDORES,EX,HORIBA,SOLUCION CALIBRACION PH-4  ,UNIDAD X 14 ML,0.19,61750
3MHOR-15,SOLUCION CALIBRACION PH-7  ,44873,TN,MEDIDORES,EX,HORIBA,SOLUCION CALIBRACION PH-7  ,UNIDAD X 14 ML,0.19,61750
3MHOR-17,SOLUCION CALIBRACION CONDUCTIVIDAD 12.9 MS/CM ,44873,TN,MEDIDORES,EX,HORIBA,SOLUCION CALIBRACION CONd 12.9 MS/CM ,UNIDAD X 14 ML,0.19,61750
3MHOR-16,SOLUCION CALIBRACION CONDUCTIVIDAD 1.41 MS/CM ,44873,TN,MEDIDORES,EX,HORIBA,SOLUCION CALIBRACION COND1.41 MS/CM ,UNIDAD X 14 ML,0.19,61750
1FBAY-04,SONATA SC 1.38,45021,BIO,FUNGICIDA,EX,BAYER,SONATA SC 1.38 ,CANECA X 10 LT,0,667957.75200000009
1IRNB-04,SPANVIC 480 SC,45728,PC,INSECTICIDA,EX,RAINBOW,SPANVIC 480 SC,FRASCO X 75 CC,0,126007.08405600001
1IRNB-03,SPANVIC 480 SC,45728,PC,INSECTICIDA,EX,RAINBOW,SPANVIC 480 SC,FRASCO X 200 CC,0,336019.84651200002
1IRNB-05,SPANVIC PLUS 160 SC,45728,PC,INSECTICIDA,EX,RAINBOW,SPANVIC PLUS 160 SC,FRASCO X 500 CC,0,286509.85631822882
1IRNB-06,SPANVIC PLUS 160 SC,45728,PC,INSECTICIDA,EX,RAINBOW,SPANVIC PLUS 160 SC,FRASCO X 200 CC,0,114603.6739868208
1IAGR-01,SPARTA 120 SC,44866,PC,INSECTICIDA,DB,AGROSER,SPARTA 120 SC,FRASCO X 500 CC,0,253348.128
1FPRF-23,SPHINX 500 SC ,45052,PC,FUNGICIDA,AL,ADAMA,SPHINX 500 SC ,BIDON X 1 LT,0,68435.888405240112
1IINV-16,SPIDER 250 SC,45747,PC,INSECTICIDA,DT,INVESA,SPIDER 250 SC,GALON X 4 LT,0,332888.60250000004
1IINV-13,SPIDER 250 SC,45747,PC,INSECTICIDA,DT,INVESA,SPIDER 250 SC,BIDON X 1 LT,0,92376.233999999997
1IITR-15,SPIRAL SC,45017,PC,ACARICIDA,EX,INTEROC,SPIRAL SC,BIDON X 1 LT,0,127517.07188534996
1ISUM-12,STARKLE 20 SG,44775,PC,INSECTICIDA,AL,SUMMITAGRO,STARKLE 20 SG,BOLSA X 150 GR,0,71449.43495170954
1ACOS-20,STIMPLEX 7,45314,BIA,BIOESTIMULANTE,DT,COSMOAGRO,STIMPLEX 7,BIDON X 1 LT,0,132200.67637894739
1EARI-01,STIMULAGRO,45017,BIA,BIOESTIMULANTE,EX,PETI ROUGE,STIMULAGRO,BIDON X 1 LT,0,70673.17333333334
1RSTO-04,STIMULATE,45052,BIA,REGULADOR,EX,CORTEVA,STIMULATE,BIDON X 1 LT,0,249393.08940000003
1FSTK-08,STK REGEV,45052,BIO,FUNGICIDA,AL,ADAMA,STK REGEV,GALON X 5 LT,0,977725.02545149194
1FSTK-06,STK REGEV ,45052,BIO,FUNGICIDA,AL,ADAMA,STK REGEV ,BIDON X 1 LT,0,237907.23296950641
1HPRF-04,STOMP 400 EC,45052,PC,HERBICIDA,AL,ADAMA,STOMP 400 EC,BIDON X 1 LT,0,42331.030278828555
1HPRF-22,STOMP 400 EC,45959,PC,HERBICIDA,DB,ADAMA,STOMP 400 EC,CANECA X 20 LT,0,689151.72900000005
8PCRY-66,STOP & SHOP/AHOLD ROSE,45909,DPV,POSCOSECHA,DT,CHRYSAL,STOP & SHOP/AHOLD ROSE,CAJA SACHETS 10 X 1000 UDS,0.19,260978.96186879996
8PCRY-67,STOP & SHOP/AHOLD UNIVERSAL,45909,DPV,POSCOSECHA,DT,CHRYSAL,STOP & SHOP/AHOLD UNIVERSAL,CAJA SACHETS 10 X 1000 UDS,0.19,255557.08748640001
8PCRY-68,STOP & SHOP/AHOLD UNIVERSAL,45909,DPV,POSCOSECHA,DT,CHRYSAL,STOP & SHOP/AHOLD UNIVERSAL,CAJA SACHETS 5 X 2000 UDS,0.19,259753.42718240002
1MBIO-55,STRACTACROP SC,45840,BIO,ACARICIDA,EX,BIO-CROP,STRACTACROP SC,BIDON X 1 LT,0,71129.34
8TALC-08,SUBLIME XPECTRE SC,45863,DPV,POSCOSECHA,EX,AGROLOGICA,SUBLIME XPECTRE SC,BIDON X 1 LT,0.19,49581.633600000001
1MBIO-23,SUBTICROP,44977,BIO,FUNGICIDA,EX,BIO-CROP,SUBTICROP,BIDON X 1 LT,0,41547.660000000003
2SMON-02,SULF AMONIO ,44544,NV,FERTIRRIEGO,CO,PRECISAGRO,SULF AMONIO ,BULTO X 50 KG,0,116226.36000000002
2SPQP-02,SULF COBRE ,44719,NV,MICROS,CO,PQP,SULF COBRE ,BULTO X 25 KG,0.19,457304.4
2SPQP-03,SULF FERROSO ,44636,NV,MICROS,CO,PQP,SULF FERROSO ,BULTO X 25 KG,0.19,74430.576000000001
2FSVC-15,SULF KP 720 SC,45744,NV,FERTIRRIEGO,EX,SAVITOL,SULF KP 720 SC,BIDON X 1 LT,0,66902.399999999994
2SPQP-01,SULF MAGNESIO ,45017,NV,FERTIRRIEGO,EX,PQP,SULF MAGNESIO TECNICO,BULTO X 25 KG,0.19,41607
2SSQM-05,SULF POTASIO AMILSOL SOP ,44770,NV,FERTIRRIEGO,EX,SQM,SULF POTASIO AMILSOL SOP ,BULTO X 25 KG,0,134206.53333333335
8PPQP-03,SULFATO ALUMINIO T-A,44587,DPV,TRAT AGUAS,CO,PQP,SULFATO ALUMINIO T-A,BULTO X 25 KG,0.19,64515
2SSQM-04,SULFATO DE POTASIO ALLGANIC K,44770,NV,FERTIRRIEGO,EX,SQM,SULFATO DE POTASIO ALLGANIC K,BULTO X 25 KG,0,130413.31200000001
2SGEN-09,SULFATO MANGANESO MH,44963,NV,MICROS,CO,VARIOS,SULFATO MANGANESO MH,BULTO X 25 KG,0.19,136737.99
1IBSF-03,SUNFIRE  SC,44775,PC,INSECTICIDA,AL,BASF,SUNFIRE  SC,BIDON X 1 LT,0,258194.25
1FSYN-09,"SWITCH 62,5 ",45021,PC,FUNGICIDA,DB,SYNGENTA,"SWITCH 62,5 ",BOLSA X 500 GR,0,374535.14
2FACU-01, SYS MENORES X 46 KG ,,NV,EDAFICO,DT,SYS,SYS MENORES,BULTO X 46 KG,0,159188.75000053062
1FSUM-03,TACHIGAREN 30 SL,44535,PC,REGULADOR,AL,SUMMITAGRO,TACHIGAREN 30 SL,BIDON X 1 LT,0,249402.11813437261
1FSUM-22,TACHIGAREN 30 SL,45260,PC,REGULADOR,AL,SUMMITAGRO,TACHIGAREN 30 SL,FRASCO X 250 CC,0,82189.233809763216
1FDVA-02,TAKADA 500 SC DVA,45595,PC,FUNGICIDA,DT,DVA,TAKADA 500 SC DVA,BIDON X 1 LT,0,177054.552
1FPCA-01,TALISMAN 80 WP,45729,PC,FUNGICIDA,DT,PRECISAGRO,TALISMAN 80 WP,BOLSA X 1 KG,0,27166.784810126581
1ITCQ-12,TARGET 247 SC,44972,PC,INSECTICIDA,DT,TECNOQUIMICAS,TARGET 247 SC,BIDON X 1 LT,0,59307.493094736841
1FBAY-31,TELDOR COMBI SC,45748,PC,FUNGICIDA,EX,BAYER,TELDOR COMBI SC,BIDON X 1 LT,0,302269.94100000005
2FADN-04,TERRADRIN,45335,BIO,FERTILIZANTE,EX,ADN ADELANTE,TERRADRIN,BIDON X 1 LT,0,42857.142857142862
1IPRF-05,THERON 80 EC ,45052,PC,ACARICIDA,AL,ADAMA,THERON 80 EC ,BIDON X 1 LT,0,45733.370052591039
1MARI-01,THYME GUARD,45017,BIO,FUNGICIDA,EX,PETI ROUGE,THYME GUARD,BIDON X 1 LT,0,133685.20000000001
1MARI-02,THYME GUARD,45017,BIO,FUNGICIDA,EX,PETI ROUGE,THYME GUARD,GALON X 4 LT,0,521859.65
1FSYN-10,TILT 250 EC ,45021,PC,FUNGICIDA,DB,SYNGENTA,TILT 250 EC ,BIDON X 1 LT,0,126881.114
1FSTK-09,TIMOREX  PRO EC,45637,BIO,FUNGICIDA,DT,STOCKTON,TIMOREX  PRO EC,BIDON X 1 LT,0,119258.45460000001
1FSTK-10,TIMOREX  PRO EC,45637,BIO,FUNGICIDA,DT,STOCKTON,TIMOREX  PRO EC,GALON X 5 LT,0,562984.5504960001
1FSTK-03, TIMOREX GOLD ,45806,BIO,FUNGICIDA,DT,STOCKTON,TIMOREX GOLD,FRASCO X 500 CC,0,55612.919000000002
1FSTK-01,TIMOREX GOLD,45052,BIO,FUNGICIDA,AL,STOCKTON,TIMOREX GOLD,BIDON X 1 LT,0,123063.88555834594
1FPUN-01,TIMSEN  ,45017,DPV,DESINFECTANTE,EX,PROM UNIDAS,TIMSEN  ,TARRO X 1 KG,0,226403.24516129031
